선수,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid_new
서준원,투수,-0.3,26,8,18,3,0,0,1,3,0,3,54.0,44,46,46.9,257,72,13,2,5,29,2,3,37,2,0,1,7.33,7.67,7.82,7.6,4.82,1.87,-0.3,롯데 자이언츠,14159,8500,2021,투수,,,,,,,,,,,,,,,,,,,,,
노경은,투수,-0.31,14,11,3,0,0,0,3,5,0,0,56.1,46,50,50.85,269,79,16,1,11,24,4,0,35,2,0,3,7.35,7.99,8.12,7.85,6.08,1.83,-0.31,롯데 자이언츠,10203,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김창훈,투수,-0.33,6,0,6,3,0,0,0,0,0,0,8.0,10,10,10.7,41,13,4,0,1,6,0,0,6,0,0,0,11.25,11.25,12.04,11.72,5.7,2.38,-0.33,롯데 자이언츠,14793,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
한승혁,투수,-0.39,7,0,7,1,0,0,0,0,0,0,4.0,6,6,7.7,25,6,1,0,1,5,1,0,5,1,0,2,13.5,13.5,17.33,15.76,8.27,2.75,-0.39,롯데 자이언츠,12590,3400,2021,투수,,,,,,,,,,,,,,,,,,,,,
박진형,투수,-0.52,22,0,22,6,0,0,2,1,0,0,16.0,14,14,16.95,81,25,6,2,1,10,0,1,23,0,0,0,7.88,7.88,9.53,8.9,2.66,2.19,-0.52,롯데 자이언츠,11425,12000,2021,투수,,,,,,,,,,,,,,,,,,,,,
송재영,투수,-0.59,19,0,19,1,0,0,0,2,0,1,14.2,22,23,19.6,79,24,6,0,3,12,1,0,13,1,0,1,13.5,14.11,12.03,11.04,6.73,2.45,-0.59,롯데 자이언츠,14794,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
멩덴,투수,3.28,21,21,0,0,0,0,8,3,0,0,120.0,48,53,51.95,502,109,18,2,12,35,8,0,104,7,3,2,3.6,3.97,3.9,3.95,3.9,1.2,3.28,KIA 타이거즈,14755,42500,2021,투수,,,,,,,,,,,,,,,,,,,,,
임기영,투수,3.17,28,28,0,0,0,0,8,8,0,0,153.0,83,85,78.95,662,155,29,1,15,45,11,0,129,7,2,6,4.88,5.0,4.64,4.54,3.96,1.31,3.17,KIA 타이거즈,10909,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이의리,투수,2.76,19,19,0,0,0,0,4,5,0,0,94.2,38,42,41.0,404,69,11,0,6,56,2,0,93,6,0,5,3.61,3.99,3.9,3.79,3.96,1.32,2.76,KIA 타이거즈,14788,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
정해영,투수,2.69,64,0,64,58,0,0,5,4,34,0,65.1,16,18,22.8,272,49,10,0,5,28,4,1,49,2,0,1,2.2,2.48,3.14,3.1,4.27,1.18,2.69,KIA 타이거즈,14608,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,
장현식,투수,2.56,69,0,69,5,0,0,1,5,1,34,76.2,28,28,29.4,336,67,7,1,7,42,3,1,80,3,0,8,3.29,3.29,3.45,3.48,4.06,1.42,2.56,KIA 타이거즈,11164,10500,2021,투수,,,,,,,,,,,,,,,,,,,,,
브룩스,투수,2.27,13,13,0,0,0,0,3,5,0,0,78.0,29,34,32.1,333,93,12,1,4,16,1,0,55,4,0,0,3.35,3.92,3.7,3.77,3.29,1.4,2.27,KIA 타이거즈,14610,100000,2021,투수,,,,,,,,,,,,,,,,,,,,,
윤중현,투수,1.38,30,13,17,6,0,0,5,6,0,2,82.2,36,44,42.6,373,91,7,1,7,31,14,0,33,10,0,2,3.92,4.79,4.64,4.76,5.46,1.48,1.38,KIA 타이거즈,13122,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
다카하시,투수,0.44,7,7,0,0,0,0,1,3,0,0,36.2,20,22,22.0,168,46,4,0,4,12,4,0,46,2,0,4,4.91,5.4,5.4,5.4,3.28,1.58,0.44,KIA 타이거즈,14994,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,
전상현,투수,0.37,15,0,15,0,0,0,1,0,0,7,13.0,5,6,5.15,59,15,3,0,1,6,0,0,8,0,0,1,3.46,4.15,3.57,3.6,4.57,1.62,0.37,KIA 타이거즈,12537,14000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김재열,투수,0.3,24,0,24,10,0,0,1,0,0,0,32.2,14,18,19.55,152,28,4,0,4,18,4,0,18,5,2,1,3.86,4.96,5.39,5.45,5.93,1.41,0.3,KIA 타이거즈,14747,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
장지수,투수,0.29,9,0,9,5,0,0,0,0,0,0,14.1,5,6,6.0,67,9,2,0,1,13,3,0,5,1,0,1,3.14,3.77,3.77,3.78,7.19,1.53,0.29,KIA 타이거즈,14178,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
한승혁,투수,0.24,8,5,3,2,0,0,0,3,0,0,23.2,12,15,14.5,103,25,5,1,0,10,2,0,17,4,0,2,4.56,5.7,5.51,5.53,3.54,1.48,0.24,KIA 타이거즈,10812,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김현준,투수,0.2,19,0,19,7,0,0,0,1,0,2,19.2,12,13,11.8,83,15,1,0,4,12,0,0,19,0,0,0,5.49,5.95,5.4,5.19,5.66,1.37,0.2,KIA 타이거즈,12533,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
장민기,투수,0.15,21,0,21,7,0,0,2,1,0,2,23.1,9,11,14.75,114,13,3,1,1,29,4,0,22,1,0,2,3.47,4.24,5.69,5.51,6.3,1.8,0.15,KIA 타이거즈,14789,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박건우,투수,0.12,3,0,3,2,0,0,0,0,0,0,3.0,0,0,0.0,11,2,0,0,0,1,1,0,3,0,0,0,0.0,0.0,0.0,0.0,3.33,1.0,0.12,KIA 타이거즈,14786,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박진태,투수,0.0,59,0,59,10,0,0,3,3,0,9,65.0,43,44,44.9,305,68,10,0,6,36,13,0,45,3,0,5,5.95,6.09,6.22,6.12,5.47,1.6,0.0,KIA 타이거즈,12913,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,
황윤호,3루수,-0.05,1,0,1,1,0,0,0,0,0,0,0.2,0,1,1.7,4,2,0,0,0,0,0,0,0,0,0,0,0.0,13.5,22.95,21.79,3.77,3.0,-0.05,KIA 타이거즈,11363,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
변시원,투수,-0.06,1,0,1,0,0,0,0,0,0,0,0.2,2,2,1.5,7,1,0,0,0,3,1,0,0,0,0,0,27.0,27.0,20.25,20.31,22.37,6.0,-0.06,KIA 타이거즈,10882,4000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최정용,2루수,-0.07,1,0,1,1,0,0,0,0,0,0,0.1,0,0,1.55,2,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,41.85,44.31,3.77,3.0,-0.07,KIA 타이거즈,11407,3800,2021,투수,,,,,,,,,,,,,,,,,,,,,
차명진,투수,-0.09,4,3,1,0,0,0,0,1,0,0,10.2,9,9,8.65,57,12,3,0,1,13,1,0,6,0,0,0,7.59,7.59,7.3,7.76,7.54,2.34,-0.09,KIA 타이거즈,11263,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,
이준영,투수,-0.13,50,1,49,4,0,0,3,2,1,9,35.2,22,25,24.7,159,30,5,0,3,19,0,1,26,5,0,3,5.55,6.31,6.23,6.47,4.51,1.37,-0.13,KIA 타이거즈,11303,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박준표,투수,-0.15,32,0,32,2,0,0,2,4,0,4,32.0,21,24,22.5,158,42,9,1,3,17,9,0,18,2,0,0,5.91,6.75,6.33,6.37,5.99,1.84,-0.15,KIA 타이거즈,11070,16000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최용준,투수,-0.21,3,2,1,0,0,0,0,1,0,0,6.1,10,10,8.45,39,11,4,1,3,7,1,0,6,1,0,0,14.21,14.21,12.01,11.89,10.95,2.84,-0.21,KIA 타이거즈,14658,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
고영창,투수,-0.21,24,0,24,1,0,0,0,2,0,6,23.1,15,19,18.35,108,30,6,0,0,10,2,0,6,3,0,0,5.79,7.33,7.08,6.92,4.72,1.71,-0.21,KIA 타이거즈,11068,5200,2021,투수,,,,,,,,,,,,,,,,,,,,,
홍상삼,투수,-0.29,49,0,49,3,0,0,4,1,0,12,36.0,19,19,26.2,160,33,9,0,6,19,3,2,33,0,0,4,4.75,4.75,6.55,6.49,5.18,1.44,-0.29,KIA 타이거즈,10230,9000,2021,투수,,,,,,,,,,,,,,,,,,,,,
남재현,투수,-0.38,5,1,4,2,0,0,0,1,0,1,8.0,13,13,12.5,44,10,2,0,2,10,0,0,5,0,0,1,14.63,14.63,14.06,13.07,9.05,2.5,-0.38,KIA 타이거즈,12535,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승재,투수,-0.41,25,0,25,1,0,0,2,1,0,5,24.0,20,20,19.45,118,26,2,0,5,18,3,0,17,0,1,3,7.5,7.5,7.29,7.18,7.19,1.83,-0.41,KIA 타이거즈,14787,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
서덕원,투수,-0.41,24,0,24,8,0,0,1,0,0,1,32.2,27,28,29.05,148,36,8,1,7,14,0,0,24,2,0,5,7.44,7.71,8.0,7.84,5.81,1.53,-0.41,KIA 타이거즈,12538,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
김유신,투수,-0.44,15,11,4,1,0,0,2,6,0,0,54.1,46,47,46.15,249,63,12,1,11,35,2,0,29,2,0,0,7.62,7.79,7.64,7.79,6.95,1.8,-0.44,KIA 타이거즈,13114,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김현수,투수,-0.52,17,8,9,7,0,0,1,4,0,0,45.2,40,43,42.55,229,57,16,0,8,36,3,0,27,1,0,1,7.88,8.47,8.39,8.33,7.02,2.04,-0.52,KIA 타이거즈,14162,3500,2021,투수,,,,,,,,,,,,,,,,,,,,,
이민우,투수,-0.63,16,12,4,1,1,0,1,6,0,0,57.0,51,53,51.25,275,78,12,3,8,31,5,0,28,3,1,2,8.05,8.37,8.09,8.28,6.17,1.91,-0.63,KIA 타이거즈,13003,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,
고영표,투수,6.26,26,25,1,1,1,1,11,6,0,1,166.2,54,59,58.65,664,147,20,2,9,27,14,1,130,5,0,1,2.92,3.19,3.17,3.15,3.22,1.04,6.26,KT 위즈,11308,12000,2021,투수,,,,,,,,,,,,,,,,,,,,,
데스파이네,투수,5.95,33,33,0,0,0,0,13,10,0,0,188.2,71,81,79.8,819,175,30,3,10,78,7,0,165,11,0,15,3.39,3.86,3.81,3.68,3.61,1.34,5.95,KT 위즈,14602,50000,2021,투수,,,,,,,,,,,,,,,,,,,,,
배제성,투수,3.91,26,26,0,0,0,0,9,10,0,0,141.2,58,67,64.1,621,126,27,1,6,82,1,1,136,12,0,9,3.68,4.26,4.07,4.02,3.69,1.47,3.91,KT 위즈,11394,17000,2021,투수,,,,,,,,,,,,,,,,,,,,,
쿠에바스,투수,2.91,23,23,0,1,1,1,9,5,0,0,133.1,61,68,67.5,580,131,21,3,11,51,3,0,137,10,0,6,4.12,4.59,4.56,4.55,3.44,1.37,2.91,KT 위즈,13942,50000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김재윤,투수,2.69,65,0,65,60,0,0,4,3,32,0,67.0,18,19,23.95,275,57,8,0,5,24,0,4,64,1,0,2,2.42,2.55,3.22,3.08,3.24,1.21,2.69,KT 위즈,11489,17000,2021,투수,,,,,,,,,,,,,,,,,,,,,
소형준,투수,2.43,24,24,0,0,0,0,7,7,0,0,119.0,55,67,63.15,521,123,17,0,6,51,4,1,85,11,0,5,4.16,5.07,4.78,4.69,4.01,1.46,2.43,KT 위즈,14600,14000,2021,투수,,,,,,,,,,,,,,,,,,,,,
주권,투수,1.59,62,0,62,2,0,0,3,4,0,27,49.0,18,19,20.35,208,48,7,1,3,19,1,2,19,0,0,1,3.31,3.49,3.74,3.61,4.66,1.37,1.59,KT 위즈,11323,25000,2021,투수,,,,,,,,,,,,,,,,,,,,,
엄상백,투수,1.56,10,9,1,0,0,0,4,1,0,0,52.2,24,24,23.15,228,41,10,0,7,28,3,0,45,4,0,0,4.1,4.1,3.96,3.8,5.04,1.31,1.56,KT 위즈,11318,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,
심재민,투수,1.4,28,2,26,9,0,0,0,1,0,1,46.2,15,15,16.4,189,41,4,0,4,11,0,1,35,2,0,0,2.89,2.89,3.16,3.08,3.58,1.11,1.4,KT 위즈,11311,6300,2021,투수,,,,,,,,,,,,,,,,,,,,,
박시영,투수,1.37,48,0,48,8,0,0,3,3,0,12,45.0,12,16,17.1,180,30,2,0,4,15,1,2,51,4,0,5,2.4,3.2,3.42,3.37,3.02,1.0,1.37,KT 위즈,10737,6800,2021,투수,,,,,,,,,,,,,,,,,,,,,
김민수,투수,1.3,56,1,55,17,0,0,4,2,0,11,58.0,19,25,27.2,253,56,8,1,2,24,3,3,55,6,1,3,2.95,3.88,4.22,4.14,3.2,1.38,1.3,KT 위즈,11317,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,
조현우,투수,1.13,49,0,49,3,0,0,0,0,0,6,31.0,9,10,9.65,126,26,5,1,0,7,1,1,13,3,0,2,2.61,2.9,2.8,2.73,3.52,1.06,1.13,KT 위즈,11316,7500,2021,투수,,,,,,,,,,,,,,,,,,,,,
안영명,투수,0.88,35,0,35,11,0,0,0,1,0,4,35.1,16,17,14.9,145,24,3,0,2,11,1,0,32,4,0,0,4.08,4.33,3.8,3.66,3.23,0.99,0.88,KT 위즈,10600,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이창재,투수,0.73,32,0,32,11,0,0,2,0,0,0,26.2,8,8,9.9,108,22,5,0,0,10,0,2,19,0,0,0,2.7,2.7,3.34,3.23,2.92,1.2,0.73,KT 위즈,11320,4700,2021,투수,,,,,,,,,,,,,,,,,,,,,
이대은,투수,0.69,31,0,31,4,0,0,3,2,1,9,31.0,12,15,15.0,128,27,6,0,4,11,1,0,22,1,0,0,3.48,4.35,4.35,4.21,4.73,1.23,0.69,KT 위즈,11907,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,
지명성,투수,0.12,3,0,3,2,0,0,1,0,0,0,4.0,0,1,1.0,16,1,0,0,0,1,1,0,4,1,0,0,0.0,2.25,2.25,2.26,2.82,0.5,0.12,KT 위즈,14775,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
전유수,투수,0.1,11,0,11,3,0,0,1,0,0,0,10.2,4,6,6.35,46,9,1,0,1,6,0,0,9,1,0,0,3.38,5.06,5.36,5.27,4.52,1.41,0.1,KT 위즈,10841,10500,2021,투수,,,,,,,,,,,,,,,,,,,,,
유원상,투수,0.04,11,0,11,2,0,0,1,1,0,1,13.1,9,10,9.15,62,15,2,0,0,7,0,0,13,0,0,3,6.08,6.75,6.18,5.92,2.96,1.65,0.04,KT 위즈,10604,8000,2021,투수,,,,,,,,,,,,,,,,,,,,,
하준호,투수,-0.07,10,0,10,2,0,0,0,0,0,0,12.0,9,10,10.7,56,16,1,1,2,6,0,0,10,1,0,1,6.75,7.5,8.03,7.81,5.22,1.83,-0.07,KT 위즈,10304,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이정현,투수,-0.1,2,1,1,1,0,0,0,1,0,0,8.2,9,9,9.0,38,12,3,0,3,5,0,0,1,0,0,0,9.35,9.35,9.35,8.87,9.39,1.96,-0.1,KT 위즈,12937,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,
이강준,투수,-0.11,4,0,4,1,0,0,1,0,0,0,2.2,4,4,4.35,14,4,0,0,0,3,1,0,0,0,0,0,13.5,13.5,14.68,13.92,8.42,2.63,-0.11,KT 위즈,14601,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이상동,투수,-0.14,6,0,6,2,0,0,0,1,0,1,6.1,6,6,6.15,29,7,0,0,0,3,0,0,5,1,0,1,8.53,8.53,8.74,8.44,3.26,1.58,-0.14,KT 위즈,14109,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
한차현,투수,-0.23,3,0,3,2,0,0,0,0,0,0,3.2,8,8,8.0,23,10,0,0,3,2,0,0,3,0,0,0,19.64,19.64,19.64,18.61,13.15,3.27,-0.23,KT 위즈,14776,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이보근,투수,-0.93,16,0,16,2,0,0,0,1,0,1,11.0,19,20,18.5,68,28,4,0,4,7,0,0,9,1,0,2,15.55,16.36,15.14,14.41,8.02,3.18,-0.93,KT 위즈,10448,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
백정현,투수,6.2,27,27,0,0,0,0,14,5,0,0,157.2,46,54,53.3,648,142,25,1,15,54,2,2,109,6,0,5,2.63,3.08,3.04,2.98,4.23,1.24,6.2,삼성 라이온즈,10363,25500,2021,투수,,,,,,,,,,,,,,,,,,,,,
원태인,투수,6.01,26,26,0,0,0,0,14,7,0,0,158.2,54,59,57.8,655,147,32,1,11,51,5,1,129,4,1,5,3.06,3.35,3.28,3.11,3.65,1.25,6.01,삼성 라이온즈,14113,13000,2021,투수,,,,,,,,,,,,,,,,,,,,,
뷰캐넌,투수,5.76,30,30,0,1,1,1,16,5,0,0,177.0,61,71,69.8,758,173,25,4,13,59,2,2,162,11,0,7,3.1,3.61,3.55,3.55,3.39,1.31,5.76,삼성 라이온즈,14617,90000,2021,투수,,,,,,,,,,,,,,,,,,,,,
오승환,투수,2.7,64,0,64,61,0,0,0,2,44,0,62.0,14,17,20.95,252,56,15,3,3,16,2,3,57,2,0,2,2.03,2.47,3.04,2.9,2.79,1.16,2.7,삼성 라이온즈,10367,110000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최채흥,투수,2.48,26,20,6,2,1,0,5,9,0,2,122.1,62,66,64.1,538,143,21,2,16,37,2,1,82,4,1,4,4.56,4.86,4.72,4.63,4.61,1.47,2.48,삼성 라이온즈,13156,16000,2021,투수,,,,,,,,,,,,,,,,,,,,,
라이블리,투수,0.94,6,6,0,0,0,0,0,1,0,0,33.1,15,16,15.15,140,23,6,0,4,13,5,0,38,1,0,0,4.05,4.32,4.09,3.94,4.02,1.08,0.94,삼성 라이온즈,14232,50000,2021,투수,,,,,,,,,,,,,,,,,,,,,
우규민,투수,0.9,60,0,60,8,0,0,3,3,2,24,49.0,18,22,25.45,213,58,4,1,5,9,2,1,35,2,0,1,3.31,4.04,4.67,4.49,3.83,1.37,0.9,삼성 라이온즈,10523,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
몽고메리,투수,0.75,11,11,0,0,0,0,2,5,0,0,52.0,31,33,31.45,244,46,5,1,3,38,4,0,55,2,0,4,5.37,5.71,5.44,5.23,4.31,1.62,0.75,삼성 라이온즈,14898,45000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승현,투수,0.54,41,0,41,5,0,0,1,4,0,7,39.1,23,24,22.2,174,35,8,0,3,23,3,0,46,0,0,5,5.26,5.49,5.08,4.86,3.8,1.47,0.54,삼성 라이온즈,14798,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최지광,투수,0.52,60,0,60,8,0,0,7,1,0,14,51.1,28,30,30.25,231,53,11,2,5,27,2,0,49,2,0,2,4.91,5.26,5.3,5.15,4.29,1.56,0.52,삼성 라이온즈,12934,12000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이재희,투수,0.51,5,5,0,0,0,0,0,1,0,0,21.2,13,13,11.45,95,24,3,1,2,10,0,0,17,0,0,2,5.4,5.4,4.76,4.36,4.33,1.57,0.51,삼성 라이온즈,14799,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
심창민,투수,0.42,59,0,59,7,0,0,3,2,0,16,51.1,29,32,31.3,238,47,12,0,8,32,6,0,58,3,1,2,5.08,5.61,5.49,5.34,5.09,1.54,0.42,삼성 라이온즈,10720,28000,2021,투수,,,,,,,,,,,,,,,,,,,,,
노성호,투수,0.42,16,0,16,4,0,0,0,2,0,1,19.0,10,10,8.95,82,10,1,0,2,14,1,0,19,0,0,2,4.74,4.74,4.24,3.88,4.97,1.26,0.42,삼성 라이온즈,11144,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,
문용익,투수,0.32,22,0,22,6,0,0,2,0,0,2,22.0,11,11,12.4,98,21,3,0,3,10,1,0,19,1,0,4,4.5,4.5,5.07,4.76,4.78,1.41,0.32,삼성 라이온즈,12885,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
홍정우,투수,0.2,15,0,15,4,0,0,2,0,0,0,15.2,6,6,8.6,64,14,3,1,3,4,0,0,12,0,0,1,3.45,3.45,4.94,4.99,4.92,1.15,0.2,삼성 라이온즈,13242,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
김대우,투수,0.13,31,4,27,6,0,0,0,2,0,1,51.0,36,39,37.05,234,68,18,0,7,15,2,1,27,1,0,1,6.35,6.88,6.54,6.27,5.05,1.63,0.13,삼성 라이온즈,10685,15500,2021,투수,,,,,,,,,,,,,,,,,,,,,
이상민,투수,0.12,30,0,30,6,0,0,1,1,0,3,24.2,13,15,16.55,110,28,6,1,2,14,0,0,14,2,0,1,4.74,5.47,6.04,5.92,5.07,1.7,0.12,삼성 라이온즈,11169,4000,2021,투수,,,,,,,,,,,,,,,,,,,,,
양창섭,투수,0.03,9,0,9,1,0,0,1,1,0,1,15.0,11,11,10.15,73,21,5,0,3,8,0,0,13,2,0,1,6.6,6.6,6.09,5.88,5.63,1.93,0.03,삼성 라이온즈,13157,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이재익,투수,-0.01,11,0,11,4,0,0,2,0,0,0,10.0,5,6,7.55,51,11,0,0,1,12,0,1,5,1,0,0,4.5,5.4,6.8,6.6,7.12,2.3,-0.01,삼성 라이온즈,13244,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
임현준,투수,-0.08,27,0,27,2,0,0,1,2,0,5,11.0,8,8,8.95,52,11,1,2,0,7,4,0,8,0,0,0,6.55,6.55,7.32,6.91,5.05,1.64,-0.08,삼성 라이온즈,10637,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김윤수,투수,-0.12,20,1,19,5,0,0,0,0,0,1,19.0,14,18,17.45,101,25,5,0,2,17,1,0,25,2,0,4,6.63,8.53,8.27,7.62,4.67,2.21,-0.12,삼성 라이온즈,13162,8000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승민,투수,-0.13,11,11,0,0,0,0,1,4,0,0,35.2,34,34,30.9,173,50,6,1,6,18,3,0,22,1,0,0,8.58,8.58,7.8,7.45,6.05,1.91,-0.13,삼성 라이온즈,14616,3700,2021,투수,,,,,,,,,,,,,,,,,,,,,
박세웅,투수,-0.17,4,0,4,1,0,0,0,0,0,0,3.0,3,4,5.05,18,5,0,1,1,3,1,0,2,1,0,0,9.0,12.0,15.15,14.66,10.2,2.67,-0.17,삼성 라이온즈,12651,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
구준범,투수,-0.21,1,1,0,0,0,0,0,0,0,0,2.0,5,5,5.0,12,2,0,0,2,3,1,0,1,0,0,0,22.5,22.5,22.5,21.22,20.62,2.5,-0.21,삼성 라이온즈,12645,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
허윤동,투수,-0.23,1,1,0,0,0,0,0,1,0,0,3.2,5,6,6.0,22,8,2,0,1,1,1,0,3,1,0,0,12.27,14.73,14.73,15.59,6.66,2.45,-0.23,삼성 라이온즈,14613,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승현,투수,-0.28,21,0,21,3,0,0,1,1,0,1,17.0,18,18,16.1,86,30,5,1,6,8,0,0,7,0,0,1,9.53,9.53,8.52,8.42,8.4,2.24,-0.28,삼성 라이온즈,10527,15000,2021,투수,,,,,,,,,,,,,,,,,,,,,
장필준,투수,-0.75,41,0,41,10,0,0,0,0,0,2,34.2,28,30,34.1,174,46,8,1,4,27,1,1,24,0,0,4,7.27,7.79,8.85,8.41,5.82,2.11,-0.75,삼성 라이온즈,11404,16500,2021,투수,,,,,,,,,,,,,,,,,,,,,
폰트,투수,4.01,25,25,0,0,0,0,8,5,0,0,145.2,56,66,66.0,604,114,22,1,12,45,6,1,157,11,1,2,3.46,4.08,4.08,3.96,3.12,1.09,4.01,SSG 랜더스,14759,85000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김택형,투수,2.43,59,0,59,24,0,0,5,1,7,4,75.1,20,23,28.35,316,61,11,0,3,42,3,5,62,7,0,3,2.39,2.75,3.39,3.32,3.95,1.37,2.43,SSG 랜더스,11373,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박종훈,투수,2.1,9,9,0,0,0,0,4,2,0,0,54.1,17,19,18.65,222,40,7,0,2,17,7,0,41,6,2,0,2.82,3.15,3.09,3.02,3.69,1.05,2.1,SSG 랜더스,10131,32000,2021,투수,,,,,,,,,,,,,,,,,,,,,
장지훈,투수,1.72,60,0,60,6,0,0,2,5,1,10,80.1,35,40,37.9,342,84,12,2,6,19,4,1,51,5,1,1,3.92,4.48,4.25,4.2,3.96,1.28,1.72,SSG 랜더스,14804,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
문승원,투수,1.67,9,9,0,0,0,0,2,2,0,0,50.1,16,20,20.0,212,42,14,0,1,18,2,0,32,4,0,1,2.86,3.58,3.58,3.48,3.65,1.19,1.67,SSG 랜더스,10783,25700,2021,투수,,,,,,,,,,,,,,,,,,,,,
서진용,투수,1.48,65,0,65,32,0,0,7,5,9,3,67.1,25,28,31.95,297,57,8,1,9,43,0,7,62,5,0,3,3.34,3.74,4.27,4.16,4.85,1.49,1.48,SSG 랜더스,10784,17000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김태훈,투수,0.92,65,0,65,4,0,0,2,4,1,16,58.0,32,35,31.3,269,55,5,0,7,38,10,3,49,5,1,4,4.97,5.43,4.86,4.68,5.55,1.6,0.92,SSG 랜더스,10133,16000,2021,투수,,,,,,,,,,,,,,,,,,,,,
가빌리오,투수,0.88,15,15,0,0,0,0,6,4,0,0,81.1,53,54,51.95,351,88,18,0,7,30,6,1,70,1,0,3,5.86,5.98,5.75,5.58,3.97,1.45,0.88,SSG 랜더스,14896,24600,2021,투수,,,,,,,,,,,,,,,,,,,,,
김상수,투수,0.83,50,0,50,20,0,0,4,3,6,5,58.1,33,33,32.45,273,71,8,0,10,30,1,3,44,1,0,2,5.09,5.09,5.01,4.78,5.46,1.73,0.83,SSG 랜더스,10427,30000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박민호,투수,0.8,40,0,40,5,0,0,4,0,0,5,41.0,17,18,20.55,177,45,5,0,3,11,4,0,19,0,0,0,3.73,3.95,4.51,4.29,4.61,1.37,0.8,SSG 랜더스,11236,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최민준,투수,0.8,38,12,26,3,0,0,3,3,0,4,86.0,56,56,55.45,398,93,17,0,11,50,7,0,62,2,1,5,5.86,5.86,5.8,5.56,5.54,1.66,0.8,SSG 랜더스,13126,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
