Rank,Name,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid
18,변시원,21 P,-0.06,1,0,1,0,0,0,0,0,0,0,0.2,2,2,1.5,7,1,0,0,0,3,1,0,0,0,0,0,27.0,27.0,20.25,20.31,22.37,6.0,-0.06,KIA 타이거즈,10882
19,최정용,21 2B,-0.07,1,0,1,1,0,0,0,0,0,0,0.1,0,0,1.55,2,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,41.85,44.31,3.77,3.0,-0.07,KIA 타이거즈,11407
20,차명진,21 P,-0.09,4,3,1,0,0,0,0,1,0,0,10.2,9,9,8.65,57,12,3,0,1,13,1,0,6,0,0,0,7.59,7.59,7.3,7.76,7.54,2.34,-0.09,KIA 타이거즈,11263
21,이준영,21 P,-0.13,50,1,49,4,0,0,3,2,1,9,35.2,22,25,24.7,159,30,5,0,3,19,0,1,26,5,0,3,5.55,6.31,6.23,6.47,4.51,1.37,-0.13,KIA 타이거즈,11303
22,박준표,21 P,-0.15,32,0,32,2,0,0,2,4,0,4,32.0,21,24,22.5,158,42,9,1,3,17,9,0,18,2,0,0,5.91,6.75,6.33,6.37,5.99,1.84,-0.15,KIA 타이거즈,11070
23,최용준,21 P,-0.21,3,2,1,0,0,0,0,1,0,0,6.1,10,10,8.45,39,11,4,1,3,7,1,0,6,1,0,0,14.21,14.21,12.01,11.89,10.95,2.84,-0.21,KIA 타이거즈,14658
24,고영창,21 P,-0.21,24,0,24,1,0,0,0,2,0,6,23.1,15,19,18.35,108,30,6,0,0,10,2,0,6,3,0,0,5.79,7.33,7.08,6.92,4.72,1.71,-0.21,KIA 타이거즈,11068
25,홍상삼,21 P,-0.29,49,0,49,3,0,0,4,1,0,12,36.0,19,19,26.2,160,33,9,0,6,19,3,2,33,0,0,4,4.75,4.75,6.55,6.49,5.18,1.44,-0.29,KIA 타이거즈,10230
26,남재현,21 P,-0.38,5,1,4,2,0,0,0,1,0,1,8.0,13,13,12.5,44,10,2,0,2,10,0,0,5,0,0,1,14.63,14.63,14.06,13.07,9.05,2.5,-0.38,KIA 타이거즈,12535
27,이승재,21 P,-0.41,25,0,25,1,0,0,2,1,0,5,24.0,20,20,19.45,118,26,2,0,5,18,3,0,17,0,1,3,7.5,7.5,7.29,7.18,7.19,1.83,-0.41,KIA 타이거즈,14787
28,서덕원,21 P,-0.41,24,0,24,8,0,0,1,0,0,1,32.2,27,28,29.05,148,36,8,1,7,14,0,0,24,2,0,5,7.44,7.71,8.0,7.84,5.81,1.53,-0.41,KIA 타이거즈,12538
29,김유신,21 P,-0.44,15,11,4,1,0,0,2,6,0,0,54.1,46,47,46.15,249,63,12,1,11,35,2,0,29,2,0,0,7.62,7.79,7.64,7.79,6.95,1.8,-0.44,KIA 타이거즈,13114
30,김현수,21 P,-0.52,17,8,9,7,0,0,1,4,0,0,45.2,40,43,42.55,229,57,16,0,8,36,3,0,27,1,0,1,7.88,8.47,8.39,8.33,7.02,2.04,-0.52,KIA 타이거즈,14162
31,이민우,21 P,-0.63,16,12,4,1,1,0,1,6,0,0,57.0,51,53,51.25,275,78,12,3,8,31,5,0,28,3,1,2,8.05,8.37,8.09,8.28,6.17,1.91,-0.63,KIA 타이거즈,13003
1,고영표,21 P,6.26,26,25,1,1,1,1,11,6,0,1,166.2,54,59,58.65,664,147,20,2,9,27,14,1,130,5,0,1,2.92,3.19,3.17,3.15,3.22,1.04,6.26,KT 위즈,11308
2,데스파이네,21 P,5.95,33,33,0,0,0,0,13,10,0,0,188.2,71,81,79.8,819,175,30,3,10,78,7,0,165,11,0,15,3.39,3.86,3.81,3.68,3.61,1.34,5.95,KT 위즈,14602
3,배제성,21 P,3.91,26,26,0,0,0,0,9,10,0,0,141.2,58,67,64.1,621,126,27,1,6,82,1,1,136,12,0,9,3.68,4.26,4.07,4.02,3.69,1.47,3.91,KT 위즈,11394
4,쿠에바스,21 P,2.91,23,23,0,1,1,1,9,5,0,0,133.1,61,68,67.5,580,131,21,3,11,51,3,0,137,10,0,6,4.12,4.59,4.56,4.55,3.44,1.37,2.91,KT 위즈,13942
5,김재윤,21 P,2.69,65,0,65,60,0,0,4,3,32,0,67.0,18,19,23.95,275,57,8,0,5,24,0,4,64,1,0,2,2.42,2.55,3.22,3.08,3.24,1.21,2.69,KT 위즈,11489
6,소형준,21 P,2.43,24,24,0,0,0,0,7,7,0,0,119.0,55,67,63.15,521,123,17,0,6,51,4,1,85,11,0,5,4.16,5.07,4.78,4.69,4.01,1.46,2.43,KT 위즈,14600
7,주권,21 P,1.59,62,0,62,2,0,0,3,4,0,27,49.0,18,19,20.35,208,48,7,1,3,19,1,2,19,0,0,1,3.31,3.49,3.74,3.61,4.66,1.37,1.59,KT 위즈,11323
8,엄상백,21 P,1.56,10,9,1,0,0,0,4,1,0,0,52.2,24,24,23.15,228,41,10,0,7,28,3,0,45,4,0,0,4.1,4.1,3.96,3.8,5.04,1.31,1.56,KT 위즈,11318
9,심재민,21 P,1.4,28,2,26,9,0,0,0,1,0,1,46.2,15,15,16.4,189,41,4,0,4,11,0,1,35,2,0,0,2.89,2.89,3.16,3.08,3.58,1.11,1.4,KT 위즈,11311
10,박시영,21 P,1.37,48,0,48,8,0,0,3,3,0,12,45.0,12,16,17.1,180,30,2,0,4,15,1,2,51,4,0,5,2.4,3.2,3.42,3.37,3.02,1.0,1.37,KT 위즈,10737
11,김민수,21 P,1.3,56,1,55,17,0,0,4,2,0,11,58.0,19,25,27.2,253,56,8,1,2,24,3,3,55,6,1,3,2.95,3.88,4.22,4.14,3.2,1.38,1.3,KT 위즈,11317
12,조현우,21 P,1.13,49,0,49,3,0,0,0,0,0,6,31.0,9,10,9.65,126,26,5,1,0,7,1,1,13,3,0,2,2.61,2.9,2.8,2.73,3.52,1.06,1.13,KT 위즈,11316
13,안영명,21 P,0.88,35,0,35,11,0,0,0,1,0,4,35.1,16,17,14.9,145,24,3,0,2,11,1,0,32,4,0,0,4.08,4.33,3.8,3.66,3.23,0.99,0.88,KT 위즈,10600
14,이창재,21 P,0.73,32,0,32,11,0,0,2,0,0,0,26.2,8,8,9.9,108,22,5,0,0,10,0,2,19,0,0,0,2.7,2.7,3.34,3.23,2.92,1.2,0.73,KT 위즈,11320
15,이대은,21 P,0.69,31,0,31,4,0,0,3,2,1,9,31.0,12,15,15.0,128,27,6,0,4,11,1,0,22,1,0,0,3.48,4.35,4.35,4.21,4.73,1.23,0.69,KT 위즈,11907
16,지명성,21 P,0.12,3,0,3,2,0,0,1,0,0,0,4.0,0,1,1.0,16,1,0,0,0,1,1,0,4,1,0,0,0.0,2.25,2.25,2.26,2.82,0.5,0.12,KT 위즈,14775
17,전유수,21 P,0.1,11,0,11,3,0,0,1,0,0,0,10.2,4,6,6.35,46,9,1,0,1,6,0,0,9,1,0,0,3.38,5.06,5.36,5.27,4.52,1.41,0.1,KT 위즈,10841
18,유원상,21 P,0.04,11,0,11,2,0,0,1,1,0,1,13.1,9,10,9.15,62,15,2,0,0,7,0,0,13,0,0,3,6.08,6.75,6.18,5.92,2.96,1.65,0.04,KT 위즈,10604
19,하준호,21 P,-0.07,10,0,10,2,0,0,0,0,0,0,12.0,9,10,10.7,56,16,1,1,2,6,0,0,10,1,0,1,6.75,7.5,8.03,7.81,5.22,1.83,-0.07,KT 위즈,10304
20,이정현,21 P,-0.1,2,1,1,1,0,0,0,1,0,0,8.2,9,9,9.0,38,12,3,0,3,5,0,0,1,0,0,0,9.35,9.35,9.35,8.87,9.39,1.96,-0.1,KT 위즈,12937
21,이강준,21 P,-0.11,4,0,4,1,0,0,1,0,0,0,2.2,4,4,4.35,14,4,0,0,0,3,1,0,0,0,0,0,13.5,13.5,14.68,13.92,8.42,2.63,-0.11,KT 위즈,14601
22,이상동,21 P,-0.14,6,0,6,2,0,0,0,1,0,1,6.1,6,6,6.15,29,7,0,0,0,3,0,0,5,1,0,1,8.53,8.53,8.74,8.44,3.26,1.58,-0.14,KT 위즈,14109
23,한차현,21 P,-0.23,3,0,3,2,0,0,0,0,0,0,3.2,8,8,8.0,23,10,0,0,3,2,0,0,3,0,0,0,19.64,19.64,19.64,18.61,13.15,3.27,-0.23,KT 위즈,14776
24,이보근,21 P,-0.93,16,0,16,2,0,0,0,1,0,1,11.0,19,20,18.5,68,28,4,0,4,7,0,0,9,1,0,2,15.55,16.36,15.14,14.41,8.02,3.18,-0.93,KT 위즈,10448
1,백정현,21 P,6.2,27,27,0,0,0,0,14,5,0,0,157.2,46,54,53.3,648,142,25,1,15,54,2,2,109,6,0,5,2.63,3.08,3.04,2.98,4.23,1.24,6.2,삼성 라이온즈,10363
2,원태인,21 P,6.01,26,26,0,0,0,0,14,7,0,0,158.2,54,59,57.8,655,147,32,1,11,51,5,1,129,4,1,5,3.06,3.35,3.28,3.11,3.65,1.25,6.01,삼성 라이온즈,14113
3,뷰캐넌,21 P,5.76,30,30,0,1,1,1,16,5,0,0,177.0,61,71,69.8,758,173,25,4,13,59,2,2,162,11,0,7,3.1,3.61,3.55,3.55,3.39,1.31,5.76,삼성 라이온즈,14617
4,오승환,21 P,2.7,64,0,64,61,0,0,0,2,44,0,62.0,14,17,20.95,252,56,15,3,3,16,2,3,57,2,0,2,2.03,2.47,3.04,2.9,2.79,1.16,2.7,삼성 라이온즈,10367
5,최채흥,21 P,2.48,26,20,6,2,1,0,5,9,0,2,122.1,62,66,64.1,538,143,21,2,16,37,2,1,82,4,1,4,4.56,4.86,4.72,4.63,4.61,1.47,2.48,삼성 라이온즈,13156
6,라이블리,21 P,0.94,6,6,0,0,0,0,0,1,0,0,33.1,15,16,15.15,140,23,6,0,4,13,5,0,38,1,0,0,4.05,4.32,4.09,3.94,4.02,1.08,0.94,삼성 라이온즈,14232
7,우규민,21 P,0.9,60,0,60,8,0,0,3,3,2,24,49.0,18,22,25.45,213,58,4,1,5,9,2,1,35,2,0,1,3.31,4.04,4.67,4.49,3.83,1.37,0.9,삼성 라이온즈,10523
8,몽고메리,21 P,0.75,11,11,0,0,0,0,2,5,0,0,52.0,31,33,31.45,244,46,5,1,3,38,4,0,55,2,0,4,5.37,5.71,5.44,5.23,4.31,1.62,0.75,삼성 라이온즈,14898
9,이승현,21 P,0.54,41,0,41,5,0,0,1,4,0,7,39.1,23,24,22.2,174,35,8,0,3,23,3,0,46,0,0,5,5.26,5.49,5.08,4.86,3.8,1.47,0.54,삼성 라이온즈,14798
10,최지광,21 P,0.52,60,0,60,8,0,0,7,1,0,14,51.1,28,30,30.25,231,53,11,2,5,27,2,0,49,2,0,2,4.91,5.26,5.3,5.15,4.29,1.56,0.52,삼성 라이온즈,12934
11,이재희,21 P,0.51,5,5,0,0,0,0,0,1,0,0,21.2,13,13,11.45,95,24,3,1,2,10,0,0,17,0,0,2,5.4,5.4,4.76,4.36,4.33,1.57,0.51,삼성 라이온즈,14799
12,심창민,21 P,0.42,59,0,59,7,0,0,3,2,0,16,51.1,29,32,31.3,238,47,12,0,8,32,6,0,58,3,1,2,5.08,5.61,5.49,5.34,5.09,1.54,0.42,삼성 라이온즈,10720
13,노성호,21 P,0.42,16,0,16,4,0,0,0,2,0,1,19.0,10,10,8.95,82,10,1,0,2,14,1,0,19,0,0,2,4.74,4.74,4.24,3.88,4.97,1.26,0.42,삼성 라이온즈,11144
14,문용익,21 P,0.32,22,0,22,6,0,0,2,0,0,2,22.0,11,11,12.4,98,21,3,0,3,10,1,0,19,1,0,4,4.5,4.5,5.07,4.76,4.78,1.41,0.32,삼성 라이온즈,12885
15,홍정우,21 P,0.2,15,0,15,4,0,0,2,0,0,0,15.2,6,6,8.6,64,14,3,1,3,4,0,0,12,0,0,1,3.45,3.45,4.94,4.99,4.92,1.15,0.2,삼성 라이온즈,13242
16,김대우,21 P,0.13,31,4,27,6,0,0,0,2,0,1,51.0,36,39,37.05,234,68,18,0,7,15,2,1,27,1,0,1,6.35,6.88,6.54,6.27,5.05,1.63,0.13,삼성 라이온즈,10685
17,이상민,21 P,0.12,30,0,30,6,0,0,1,1,0,3,24.2,13,15,16.55,110,28,6,1,2,14,0,0,14,2,0,1,4.74,5.47,6.04,5.92,5.07,1.7,0.12,삼성 라이온즈,11169
18,양창섭,21 P,0.03,9,0,9,1,0,0,1,1,0,1,15.0,11,11,10.15,73,21,5,0,3,8,0,0,13,2,0,1,6.6,6.6,6.09,5.88,5.63,1.93,0.03,삼성 라이온즈,13157
19,이재익,21 P,-0.01,11,0,11,4,0,0,2,0,0,0,10.0,5,6,7.55,51,11,0,0,1,12,0,1,5,1,0,0,4.5,5.4,6.8,6.6,7.12,2.3,-0.01,삼성 라이온즈,13244
20,임현준,21 P,-0.08,27,0,27,2,0,0,1,2,0,5,11.0,8,8,8.95,52,11,1,2,0,7,4,0,8,0,0,0,6.55,6.55,7.32,6.91,5.05,1.64,-0.08,삼성 라이온즈,10637
21,김윤수,21 P,-0.12,20,1,19,5,0,0,0,0,0,1,19.0,14,18,17.45,101,25,5,0,2,17,1,0,25,2,0,4,6.63,8.53,8.27,7.62,4.67,2.21,-0.12,삼성 라이온즈,13162
22,이승민,21 P,-0.13,11,11,0,0,0,0,1,4,0,0,35.2,34,34,30.9,173,50,6,1,6,18,3,0,22,1,0,0,8.58,8.58,7.8,7.45,6.05,1.91,-0.13,삼성 라이온즈,14616
23,박세웅,21 P,-0.17,4,0,4,1,0,0,0,0,0,0,3.0,3,4,5.05,18,5,0,1,1,3,1,0,2,1,0,0,9.0,12.0,15.15,14.66,10.2,2.67,-0.17,삼성 라이온즈,12651
24,구준범,21 P,-0.21,1,1,0,0,0,0,0,0,0,0,2.0,5,5,5.0,12,2,0,0,2,3,1,0,1,0,0,0,22.5,22.5,22.5,21.22,20.62,2.5,-0.21,삼성 라이온즈,12645
25,허윤동,21 P,-0.23,1,1,0,0,0,0,0,1,0,0,3.2,5,6,6.0,22,8,2,0,1,1,1,0,3,1,0,0,12.27,14.73,14.73,15.59,6.66,2.45,-0.23,삼성 라이온즈,14613
26,이승현,21 P,-0.28,21,0,21,3,0,0,1,1,0,1,17.0,18,18,16.1,86,30,5,1,6,8,0,0,7,0,0,1,9.53,9.53,8.52,8.42,8.4,2.24,-0.28,삼성 라이온즈,10527
27,장필준,21 P,-0.75,41,0,41,10,0,0,0,0,0,2,34.2,28,30,34.1,174,46,8,1,4,27,1,1,24,0,0,4,7.27,7.79,8.85,8.41,5.82,2.11,-0.75,삼성 라이온즈,11404
1,폰트,21 P,4.01,25,25,0,0,0,0,8,5,0,0,145.2,56,66,66.0,604,114,22,1,12,45,6,1,157,11,1,2,3.46,4.08,4.08,3.96,3.12,1.09,4.01,SSG 랜더스,14759
2,김택형,21 P,2.43,59,0,59,24,0,0,5,1,7,4,75.1,20,23,28.35,316,61,11,0,3,42,3,5,62,7,0,3,2.39,2.75,3.39,3.32,3.95,1.37,2.43,SSG 랜더스,11373
3,박종훈,21 P,2.1,9,9,0,0,0,0,4,2,0,0,54.1,17,19,18.65,222,40,7,0,2,17,7,0,41,6,2,0,2.82,3.15,3.09,3.02,3.69,1.05,2.1,SSG 랜더스,10131
4,장지훈,21 P,1.72,60,0,60,6,0,0,2,5,1,10,80.1,35,40,37.9,342,84,12,2,6,19,4,1,51,5,1,1,3.92,4.48,4.25,4.2,3.96,1.28,1.72,SSG 랜더스,14804
5,문승원,21 P,1.67,9,9,0,0,0,0,2,2,0,0,50.1,16,20,20.0,212,42,14,0,1,18,2,0,32,4,0,1,2.86,3.58,3.58,3.48,3.65,1.19,1.67,SSG 랜더스,10783
6,서진용,21 P,1.48,65,0,65,32,0,0,7,5,9,3,67.1,25,28,31.95,297,57,8,1,9,43,0,7,62,5,0,3,3.34,3.74,4.27,4.16,4.85,1.49,1.48,SSG 랜더스,10784
7,김태훈,21 P,0.92,65,0,65,4,0,0,2,4,1,16,58.0,32,35,31.3,269,55,5,0,7,38,10,3,49,5,1,4,4.97,5.43,4.86,4.68,5.55,1.6,0.92,SSG 랜더스,10133
8,가빌리오,21 P,0.88,15,15,0,0,0,0,6,4,0,0,81.1,53,54,51.95,351,88,18,0,7,30,6,1,70,1,0,3,5.86,5.98,5.75,5.58,3.97,1.45,0.88,SSG 랜더스,14896
9,김상수,21 P,0.83,50,0,50,20,0,0,4,3,6,5,58.1,33,33,32.45,273,71,8,0,10,30,1,3,44,1,0,2,5.09,5.09,5.01,4.78,5.46,1.73,0.83,SSG 랜더스,10427
10,박민호,21 P,0.8,40,0,40,5,0,0,4,0,0,5,41.0,17,18,20.55,177,45,5,0,3,11,4,0,19,0,0,0,3.73,3.95,4.51,4.29,4.61,1.37,0.8,SSG 랜더스,11236
11,최민준,21 P,0.8,38,12,26,3,0,0,3,3,0,4,86.0,56,56,55.45,398,93,17,0,11,50,7,0,62,2,1,5,5.86,5.86,5.8,5.56,5.54,1.66,0.8,SSG 랜더스,13126
12,이태양,21 P,0.75,40,14,26,3,0,0,5,10,0,4,103.2,66,66,68.25,456,123,23,1,25,32,1,1,62,3,0,2,5.73,5.73,5.93,5.7,6.1,1.5,0.75,SSG 랜더스,10609
13,조영우,21 P,0.52,30,8,22,3,0,0,4,8,1,0,66.2,42,46,42.55,291,74,10,2,10,26,0,0,48,4,0,3,5.67,6.21,5.74,5.64,4.96,1.5,0.52,SSG 랜더스,11284
14,하재훈,21 P,0.49,18,0,18,8,0,0,1,0,0,2,18.0,8,8,6.45,88,16,0,1,1,16,3,2,8,0,0,2,4.0,4.0,3.23,3.09,6.59,1.78,0.49,SSG 랜더스,14147
15,르위키,21 P,0.45,4,4,0,0,0,0,1,0,0,0,14.1,6,6,5.65,56,15,3,0,2,2,0,0,9,0,0,0,3.77,3.77,3.55,3.6,4.29,1.19,0.45,SSG 랜더스,14758
16,김건우,21 P,0.28,6,4,2,1,0,0,0,1,0,0,11.0,6,7,4.95,54,8,1,0,1,12,0,0,7,1,0,1,4.91,5.73,4.05,4.13,6.64,1.82,0.28,SSG 랜더스,14803
17,서동민,21 P,0.24,20,0,20,6,0,0,0,0,0,0,26.1,15,15,15.7,118,27,4,1,5,17,1,0,24,1,0,1,5.13,5.13,5.37,5.46,5.87,1.67,0.24,SSG 랜더스,13191
18,신재영,21 P,0.15,20,1,19,12,0,0,0,0,0,0,28.1,18,18,18.7,124,35,5,1,3,2,4,0,27,1,0,1,5.72,5.72,5.94,5.66,3.3,1.31,0.15,SSG 랜더스,11149
19,신재웅,21 P,0.11,8,0,8,4,0,0,0,0,0,0,8.1,4,4,4.85,37,6,1,0,0,5,0,0,9,1,1,0,4.32,4.32,5.24,4.94,2.93,1.32,0.11,SSG 랜더스,10921
20,정수민,21 P,0.1,10,7,3,2,0,0,1,2,0,0,30.1,23,24,23.3,151,34,5,1,6,27,1,1,22,2,0,1,6.82,7.12,6.91,6.61,7.07,2.01,0.1,SSG 랜더스,12561
21,정동윤,21 P,0.08,1,0,1,1,0,0,0,0,0,0,2.0,0,0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.32,1.0,0.08,SSG 랜더스,12571
22,김주온,21 P,0.08,2,0,2,2,0,0,0,0,0,0,2.0,0,0,0.0,10,1,1,0,0,2,1,0,3,0,0,0,0.0,0.0,0.0,0.0,4.67,1.5,0.08,SSG 랜더스,13057
23,조요한,21 P,-0.01,6,0,6,1,0,0,0,0,0,1,7.0,6,6,6.0,38,10,3,0,0,9,0,0,4,0,0,0,7.71,7.71,7.71,7.27,6.32,2.71,-0.01,SSG 랜더스,14858
24,김강민,21 CF,-0.02,1,0,1,1,0,0,0,0,0,0,0.2,1,1,1.0,4,1,0,0,1,1,0,0,1,0,0,0,13.5,13.5,13.5,12.73,22.52,3.0,-0.02,SSG 랜더스,10108
25,정영일,21 P,-0.03,1,0,1,0,0,0,0,0,0,0,2.0,2,2,2.0,9,4,1,0,1,0,0,0,0,0,0,0,9.0,9.0,9.0,10.32,9.72,2.0,-0.03,SSG 랜더스,12527
26,오원석,21 P,-0.07,33,21,12,2,0,0,7,6,0,2,110.0,72,84,84.35,530,125,20,3,11,73,10,1,95,8,1,2,5.89,6.87,6.9,6.91,5.14,1.8,-0.07,SSG 랜더스,14581
27,조병현,21 P,-0.1,3,3,0,0,0,0,0,0,0,0,6.2,6,7,7.0,33,7,3,0,1,5,1,0,8,0,0,1,8.1,9.45,9.45,9.21,5.34,1.8,-0.1,SSG 랜더스,14805
28,강지광,21 P,-0.14,1,0,1,1,0,0,0,0,0,0,1.0,4,4,4.0,10,3,0,0,0,4,0,0,1,0,0,0,36.0,36.0,36.0,32.96,13.67,7.0,-0.14,SSG 랜더스,10495
29,이채호,21 P,-0.16,3,0,3,1,0,0,0,0,0,0,5.0,4,7,7.7,27,8,0,0,2,3,0,0,3,1,0,1,7.2,12.6,13.86,12.92,8.89,2.2,-0.16,SSG 랜더스,13130
30,김세현,21 P,-0.17,5,0,5,1,0,0,0,0,0,0,4.1,5,5,5.85,28,9,2,0,0,7,0,1,5,0,1,0,10.38,10.38,12.15,11.46,5.17,3.69,-0.17,SSG 랜더스,10431
31,양선률,21 P,-0.18,1,1,0,0,0,0,0,1,0,0,1.0,3,3,3.0,10,3,0,0,0,3,1,0,1,0,0,1,27.0,27.0,27.0,30.96,13.67,6.0,-0.18,SSG 랜더스,14682
32,이건욱,21 P,-0.36,5,4,1,1,0,0,0,1,0,0,12.2,16,16,15.5,72,16,4,0,4,19,1,0,5,0,0,0,11.37,11.37,11.01,10.9,11.43,2.76,-0.36,SSG 랜더스,11242
33,김정빈,21 P,-0.39,6,6,0,0,0,0,0,1,0,0,17.1,19,20,19.65,92,20,1,0,5,20,4,0,21,0,0,1,9.87,10.38,10.2,10.33,8.46,2.31,-0.39,SSG 랜더스,11364
1,루친스키,21 P,5.62,30,30,0,0,0,0,15,10,0,0,178.2,63,76,73.95,754,160,24,1,12,55,10,0,177,17,2,6,3.17,3.83,3.73,3.64,3.22,1.2,5.62,NC 다이노스,13932
2,파슨스,21 P,4.31,24,24,0,1,1,0,4,8,0,0,133.0,55,56,54.8,577,109,16,2,9,63,11,0,148,7,1,10,3.72,3.79,3.71,3.56,3.51,1.29,4.31,NC 다이노스,14749
3,신민혁,21 P,3.26,30,25,5,2,0,0,9,6,0,0,145.0,71,75,72.8,625,155,28,3,17,44,5,0,107,4,2,2,4.41,4.66,4.52,4.46,4.36,1.37,3.26,NC 다이노스,13085
4,이재학,21 P,1.65,17,17,0,2,2,1,6,6,0,0,83.0,48,50,44.85,370,74,16,1,14,52,6,0,65,2,0,3,5.2,5.42,4.86,4.69,5.84,1.52,1.65,NC 다이노스,10220
5,이용찬,21 P,1.41,39,0,39,30,0,0,1,3,16,3,37.0,9,11,13.6,151,27,4,0,2,11,1,3,35,3,1,2,2.19,2.68,3.31,3.15,2.97,1.03,1.41,NC 다이노스,10217
6,송명기,21 P,1.33,24,24,0,0,0,0,8,9,0,0,123.1,81,83,77.65,574,147,39,2,12,58,9,1,102,3,1,2,5.91,6.06,5.67,5.61,4.52,1.66,1.33,NC 다이노스,14155
7,홍성민,21 P,1.2,53,0,53,2,0,0,3,4,0,14,41.1,18,19,17.75,185,53,9,0,3,12,2,1,26,1,1,2,3.92,4.14,3.86,3.67,4.03,1.57,1.2,NC 다이노스,10814
8,류진욱,21 P,0.99,44,0,44,11,0,0,1,0,1,7,43.1,10,15,19.15,190,40,6,1,2,22,0,0,31,5,0,4,2.08,3.12,3.98,3.9,4.1,1.43,0.99,NC 다이노스,11355
9,임정호,21 P,0.76,60,0,60,1,0,0,0,4,0,12,34.2,16,20,16.0,165,37,4,1,2,25,3,2,24,3,0,0,4.15,5.19,4.15,4.14,5.23,1.79,0.76,NC 다이노스,11168
10,김영규,21 P,0.66,37,8,29,1,0,0,5,3,0,6,63.2,38,40,40.5,286,69,8,0,10,28,1,0,42,3,0,3,5.37,5.65,5.73,5.51,5.4,1.52,0.66,NC 다이노스,13088
11,박정수,21 P,0.48,3,3,0,0,0,0,3,0,0,0,16.0,7,7,7.0,69,16,4,0,2,8,1,0,11,0,0,0,3.94,3.94,3.94,3.74,5.28,1.5,0.48,NC 다이노스,11300
12,문경찬,21 P,0.47,35,0,35,8,0,0,0,1,0,4,31.0,17,20,16.75,142,25,6,0,6,20,0,1,25,4,0,1,4.94,5.81,4.86,4.7,6.05,1.45,0.47,NC 다이노스,11299
13,임창민,21 P,0.46,46,0,46,4,0,0,0,3,0,17,40.1,17,23,23.05,178,35,8,0,2,20,4,1,29,3,0,7,3.79,5.13,5.14,5.04,4.33,1.36,0.46,NC 다이노스,10452
14,박진우,21 P,0.38,9,0,9,5,0,0,0,0,0,1,11.0,2,2,2.35,44,6,2,0,0,5,1,0,12,0,0,1,1.64,1.64,1.92,1.82,2.73,1.0,0.38,NC 다이노스,11358
15,김태경,21 P,0.32,7,3,4,2,0,0,0,0,0,0,15.0,8,8,6.45,63,11,4,0,1,9,1,0,10,0,0,1,4.8,4.8,3.87,3.94,4.96,1.33,0.32,NC 다이노스,14593
16,배민서,21 P,0.26,32,2,30,11,0,0,1,0,0,0,40.0,22,26,26.7,187,51,6,0,3,17,4,0,23,2,0,3,4.95,5.85,6.01,5.99,4.85,1.7,0.26,NC 다이노스,14158
17,강태경,21 P,0.15,3,3,0,0,0,0,0,1,0,0,12.2,8,8,8.0,61,13,3,0,2,10,2,0,10,1,0,2,5.68,5.68,5.68,5.52,6.61,1.82,0.15,NC 다이노스,14647
18,노시훈,21 P,0.13,5,0,5,1,0,0,0,0,0,0,4.2,2,2,1.5,22,4,1,0,1,4,0,0,2,0,0,0,3.86,3.86,2.89,2.85,7.9,1.71,0.13,NC 다이노스,14649
19,원종현,21 P,0.13,61,0,61,33,0,0,2,2,14,6,53.0,25,27,34.0,245,67,9,0,5,23,3,2,45,3,0,4,4.25,4.58,5.77,5.64,4.17,1.7,0.13,NC 다이노스,11161
20,이우석,21 P,0.1,10,0,10,3,0,0,1,0,0,0,9.2,6,6,6.0,49,13,4,0,1,7,3,0,8,0,0,0,5.59,5.59,5.59,5.29,6.14,2.07,0.1,NC 다이노스,11360
21,최금강,21 P,0.07,20,0,20,4,0,0,2,1,1,0,28.0,14,14,19.0,129,29,6,0,4,17,2,0,25,0,0,3,4.5,4.5,6.11,6.03,5.34,1.64,0.07,NC 다이노스,11174
22,이승헌,21 P,0.0,5,0,5,1,0,0,0,0,0,0,5.1,4,5,4.3,27,9,3,0,0,1,0,0,7,1,0,0,6.75,8.44,7.26,6.86,1.07,1.88,0.0,NC 다이노스,13089
23,안인산,21 P,-0.05,7,0,7,2,0,0,0,0,0,0,6.2,4,5,6.0,34,3,1,0,0,7,3,0,9,1,0,3,5.4,6.75,8.1,8.21,5.04,1.5,-0.05,NC 다이노스,14598
24,이용준,21 P,-0.1,2,0,2,1,0,0,0,0,0,0,1.2,4,4,3.15,12,3,0,0,0,4,0,0,1,0,0,2,21.6,21.6,17.01,17.41,9.71,4.2,-0.1,NC 다이노스,14763
25,김건태,21 P,-0.12,6,0,6,2,0,0,0,0,0,0,6.2,4,4,6.25,29,2,0,0,1,7,0,0,5,0,0,3,5.4,5.4,8.44,8.37,6.93,1.35,-0.12,NC 다이노스,10432
26,김진호,21 P,-0.14,1,1,0,0,0,0,0,1,0,0,1.0,3,3,3.0,7,2,0,0,0,3,0,0,1,0,0,1,27.0,27.0,27.0,25.64,10.57,5.0,-0.14,NC 다이노스,12897
27,강윤구,21 P,-0.14,1,1,0,0,0,0,0,0,0,0,2.0,4,4,4.0,12,5,1,0,1,2,0,0,3,0,0,0,18.0,18.0,18.0,17.04,9.07,3.5,-0.14,NC 다이노스,10423
